Seed, Total Flockability, RC Flockability, Solvability
3214,88,36,1
3215,92,32,1
3216,106,32,1
3217,100,34,1
3218,94,40,1
3219,100,38,1
3220,90,44,1
3221,86,44,1
3222,96,44,1
3223,86,36,1
3224,94,44,1
3225,92,36,1
3226,100,36,1
3227,108,42,1
3228,100,36,1
3229,100,32,1
3230,94,42,1
3231,102,36,1
3232,90,44,1
3233,90,34,1
3234,100,36,1
3235,86,34,1
3236,92,36,1
3237,102,38,1
3238,90,42,1
3239,96,36,1
3240,100,48,1
3241,92,36,1
3242,84,30,1
3243,92,42,1
3244,104,40,1
3245,100,28,1
3246,102,34,1
3247,118,44,1
3248,96,42,1
3249,94,38,1
3250,94,38,1
3251,92,34,1
3252,90,40,1
3253,90,44,1
3254,96,34,0
3255,92,40,1
3256,90,28,1
3257,108,42,1
3258,100,42,1
3259,100,48,1
3260,88,26,1
3261,86,36,1
3262,94,42,1
3263,98,40,1
3264,104,46,1
3265,102,42,1
3266,104,46,1
3267,92,56,1
3268,102,46,1
3269,94,36,1
3270,100,40,1
3271,88,42,1
3272,96,34,1
3273,104,50,1
3274,90,34,1
3275,110,46,1
3276,110,46,1
3277,98,48,1
3278,96,38,1
3279,112,40,1
3280,88,36,1
3281,110,40,1
3282,86,40,1
3283,88,42,1
3284,90,34,1
3285,102,56,1
3286,92,36,1
3287,84,48,1
3288,98,44,1
3289,116,40,1
3290,90,30,1
3291,104,40,1
3292,94,36,1
3293,116,38,1
3294,90,36,1
3295,98,32,1
3296,100,48,1
3297,94,34,1
3298,94,30,1
3299,98,44,1
3300,86,36,1
3301,98,36,1
3302,100,36,1
3303,90,40,1
3304,120,50,1
3305,94,42,1
3306,98,46,1
3307,94,38,1
3308,96,46,1
3309,98,30,1
3310,82,26,1
3311,94,38,1
3312,96,34,1
3313,92,32,1
3314,108,38,1
3315,90,40,1
3316,100,42,1
3317,92,28,1
3318,98,34,1
3319,100,34,1
3320,92,38,1
3321,92,40,1
3322,96,34,1
3323,90,40,1
3324,108,38,1
3325,96,56,1
3326,90,32,1
3327,100,40,1
3328,86,28,1
3329,102,36,1
3330,86,30,1
3331,98,38,1
3332,82,34,1
3333,110,38,1
3334,90,32,1
3335,116,42,1
3336,92,34,1
3337,98,36,1
3338,96,28,1
3339,110,46,1
3340,106,34,1
3341,134,60,1
3342,92,40,1
3343,104,36,1
3344,86,42,1
3345,98,42,1
3346,90,32,1
3347,104,44,1
3348,92,34,1
3349,112,40,1
3350,122,50,1
3351,100,30,1
3352,86,34,1
3353,92,26,1
3354,98,38,1
3355,86,38,1
3356,90,36,1
3357,92,38,1
3358,102,46,1
3359,90,44,1
3360,94,40,1
3361,92,36,1
3362,110,44,1
3363,88,36,1
3364,86,36,1
3365,100,48,1
3366,94,42,1
3367,92,44,1
3368,98,40,1
3369,88,32,1
3370,90,38,1
3371,90,34,1
3372,102,36,1
3373,94,36,1
3374,86,38,1
3375,88,34,1
3376,106,46,1
3377,94,40,1
3378,100,36,1
3379,92,42,1
3380,94,26,1
3381,88,26,1
3382,90,34,1
3383,90,36,1
3384,92,34,1
3385,94,28,1
3386,100,38,1
3387,94,30,1
3388,100,42,1
3389,100,38,1
3390,98,32,1
3391,98,40,1
3392,94,34,1
3393,100,38,1
3394,94,42,1
3395,92,34,1
3396,102,34,1
3397,92,32,1
3398,100,42,1
3399,84,28,1
3400,92,44,1
3401,98,28,1
3402,96,46,1
3403,104,38,1
3404,88,30,1
3405,96,42,1
3406,96,40,1
3407,96,42,1
3408,100,42,1
3409,90,38,1
3410,88,28,1
3411,86,26,1
3412,94,44,1
3413,92,42,1
3414,98,40,1
3415,82,42,1
3416,88,36,1
3417,88,44,1
3418,98,46,1
3419,100,40,1
3420,94,38,1
3421,92,46,1
3422,90,40,1
3423,96,40,1
3424,88,38,1
3425,90,36,1
3426,100,40,1
3427,104,40,1
3428,88,32,1
3429,112,52,1
3430,84,28,1
3431,80,36,1
3432,130,54,1
3433,86,32,1
3434,108,46,1
3435,96,42,1
3436,100,36,1
3437,88,38,1
3438,92,40,1
3439,90,34,1
3440,88,38,1
3441,120,44,1
3442,86,46,1
3443,94,36,1
3444,88,36,1
3445,100,44,1
3446,100,44,1
3447,108,38,1
3448,90,38,1
3449,118,60,1
3450,108,42,1
3451,104,42,1
3452,100,42,1
3453,88,36,1
3454,120,54,1
3455,114,44,1
3456,128,52,1
3457,84,32,1
3458,120,46,1
3459,92,40,1
3460,122,46,1
3461,106,34,1
3462,100,44,1
3463,100,36,1
3464,98,38,1
3465,108,42,1
3466,90,40,1
3467,94,38,1
3468,96,46,1
3469,86,36,1
3470,104,34,1
3471,104,34,1
3472,84,34,1
3473,98,40,1
3474,98,28,1
3475,112,40,1
3476,88,32,1
3477,114,48,1
3478,86,42,1
3479,100,42,1
3480,94,40,1
3481,96,40,0
3482,108,50,1
3483,98,40,1
3484,104,46,1
3485,92,36,1
3486,84,34,1
3487,122,48,1
3488,104,50,1
3489,114,44,1
3490,96,40,1
3491,96,48,1
3492,86,28,1
3493,86,36,1
3494,134,58,1
3495,90,46,1
3496,100,32,1
3497,104,50,1
3498,104,38,1
3499,96,40,1
3500,106,44,1
3501,104,46,1
3502,86,24,1
3503,86,36,1
3504,96,40,1
3505,100,48,1
3506,104,40,1
3507,96,32,1
3508,82,28,1
3509,86,36,1
3510,90,34,1
3511,104,42,1
3512,90,32,1
3513,110,46,1
3514,102,36,1
3515,98,40,1
3516,94,34,1
3517,88,30,1
3518,112,48,1
3519,92,28,1
3520,126,46,1
3521,94,40,1
3522,106,50,1
3523,96,38,1
3524,100,42,1
3525,94,32,1
3526,110,38,1
3527,96,32,1
3528,94,38,1
3529,88,34,1
3530,92,32,1
3531,94,40,1
3532,98,40,1
3533,92,38,1
3534,100,32,1
3535,86,40,1
3536,98,44,1
3537,110,42,1
3538,104,40,1
3539,98,44,1
3540,106,32,1
3541,102,34,1
3542,90,34,1
3543,104,46,1
3544,100,40,1
3545,94,34,1
3546,108,42,1
3547,98,44,1
3548,108,44,1
3549,92,34,1
3550,82,34,1
3551,92,36,1
3552,104,30,1
3553,90,32,1
3554,96,46,1
3555,86,40,1
3556,104,44,1
3557,92,38,1
3558,90,36,1
3559,88,36,1
3560,92,36,1
3561,98,38,1
3562,108,46,1
3563,104,46,1
3564,88,44,1
3565,98,34,1
3566,86,44,1
3567,96,32,1
3568,96,44,1
3569,112,42,1
3570,84,36,1
3571,98,46,1
3572,96,34,1
3573,90,34,1
3574,88,30,1
3575,100,46,1
3576,104,50,1
3577,94,38,1
3578,94,40,1
3579,106,42,1
3580,98,36,1
3581,98,34,1
3582,98,42,1
3583,104,44,1
3584,94,34,1
3585,86,30,1
3586,94,38,1
3587,86,38,1
3588,104,44,1
3589,92,36,1
3590,116,46,1
3591,86,28,1
3592,110,52,1
3593,92,28,1
3594,92,32,1
3595,92,36,1
3596,100,34,1
3597,82,36,1
3598,102,46,1
3599,98,30,1
3600,98,34,1
3601,82,26,1
3602,88,26,1
3603,90,26,1
3604,88,26,1
3605,110,32,1
3606,94,40,1
3607,98,42,1
3608,86,32,1
3609,82,34,1
3610,90,32,1
3611,88,30,1
3612,104,30,1
3613,86,42,1
3614,112,46,1
3615,100,42,1
3616,90,40,1
3617,98,36,1
3618,92,38,1
3619,94,28,1
3620,96,34,1
3621,84,32,1
3622,98,34,1
3623,96,42,1
3624,84,34,1
3625,92,32,1
3626,122,38,1
3627,92,36,1
3628,102,44,1
3629,96,40,1
3630,104,34,1
3631,90,42,1
3632,94,32,1
3633,108,50,1
3634,96,30,1
3635,106,44,1
3636,112,44,1
3637,88,36,1
3638,92,38,1
3639,94,48,1
3640,104,48,1
3641,96,36,1
3642,88,30,1
3643,96,28,1
3644,106,40,1
3645,104,50,1
3646,102,40,1
3647,86,48,1
3648,108,36,1
3649,94,34,1
3650,102,42,1
3651,106,44,1
3652,94,42,1
3653,88,34,1
3654,98,46,1
3655,82,32,1
3656,84,36,1
3657,108,46,1
3658,100,36,1
3659,110,52,1
3660,86,38,1
3661,98,28,1
3662,100,34,1
3663,94,50,1
3664,90,40,1
3665,106,50,1
3666,112,36,1
3667,100,34,1
3668,96,44,1
3669,102,38,1
3670,100,36,1
3671,86,40,1
3672,94,34,1
3673,92,40,1
3674,90,42,1
3675,96,34,1
3676,94,36,1
3677,104,38,1
3678,90,32,1
3679,96,36,1
3680,100,46,1
3681,94,30,1
3682,86,38,1
3683,94,40,1
3684,86,40,1
3685,92,38,1
3686,102,40,1
3687,96,40,1
3688,96,44,1
3689,88,36,1
3690,102,48,1
3691,86,38,1
3692,90,32,1
3693,84,34,1
3694,108,50,1
3695,106,36,1
3696,92,38,1
3697,106,38,1
3698,84,30,1
3699,100,44,1
3700,98,32,1
3701,86,36,1
3702,98,40,1
3703,100,34,1
3704,88,44,1
3705,88,34,1
3706,104,44,1
3707,94,34,1
3708,106,36,1
3709,106,44,1
3710,88,40,1
3711,86,32,1
3712,96,40,1
3713,98,34,1
3714,82,34,1
3715,104,42,1
3716,92,34,1
3717,94,48,1
3718,98,42,1
3719,94,40,1
3720,96,40,1
3721,100,38,1
3722,102,42,1
3723,100,38,1
3724,94,42,1
3725,94,48,1
3726,98,46,1
3727,86,36,1
3728,110,42,1
3729,102,32,1
3730,90,36,1
3731,88,50,1
3732,96,42,1
3733,78,32,1
3734,94,32,1
3735,106,48,1
3736,90,42,1
3737,100,40,1
3738,110,48,1
3739,82,38,1
3740,96,34,1
3741,82,22,1
3742,102,32,1
3743,90,34,1
3744,96,40,1
3745,102,46,1
3746,92,52,1
3747,86,40,1
3748,102,42,1
3749,100,42,1
3750,98,36,1
3751,102,38,1
3752,108,50,1
3753,88,32,1
3754,98,32,1
3755,90,32,1
3756,104,34,1
3757,112,44,1
3758,94,40,1
3759,110,38,1
3760,100,40,1
3761,82,36,1
3762,74,34,1
3763,98,36,1
3764,92,40,1
3765,84,32,1
3766,108,34,1
3767,92,34,1
3768,106,46,1
3769,98,36,1
3770,100,28,1
3771,112,50,1
3772,100,52,1
3773,100,44,1
3774,100,46,1
3775,92,34,1
3776,112,32,1
3777,98,44,1
3778,100,46,1
3779,126,44,1
3780,102,42,1
3781,100,50,1
3782,88,32,1
3783,84,32,1
3784,98,46,1
3785,86,34,1
3786,96,38,1
3787,88,34,1
3788,104,50,1
3789,94,36,1
3790,98,36,1
3791,102,30,1
3792,96,48,1
3793,92,34,1
3794,102,32,1
3795,88,42,1
3796,92,46,1
3797,100,50,1
3798,96,34,1
3799,88,42,1
3800,108,40,1
3801,104,38,1
3802,92,36,1
3803,84,34,1
3804,98,50,1
3805,82,26,1
3806,110,44,1
3807,100,34,1
3808,100,46,1
3809,94,36,1
3810,98,40,1
3811,100,44,1
3812,90,36,1
3813,96,42,1
3814,96,42,1
3815,88,34,1
3816,90,24,1
3817,104,50,1
3818,88,46,1
3819,100,36,1
3820,94,38,1
3821,88,42,1
3822,90,34,1
3823,100,42,1
3824,100,42,1
3825,102,44,1
3826,90,34,1
3827,104,42,1
3828,92,36,1
3829,98,40,1
3830,94,30,1
3831,90,30,1
3832,86,36,1
3833,86,28,1
3834,118,50,1
3835,112,44,1
3836,86,40,1
3837,96,50,1
3838,106,48,1
3839,102,38,1
3840,100,52,1
3841,96,34,1
3842,96,36,1
3843,106,44,1
3844,90,40,1
3845,94,38,1
3846,96,40,1
3847,96,46,1
3848,104,42,1
3849,92,32,1
3850,94,26,1
3851,84,38,1
3852,92,40,1
3853,94,34,1
3854,88,30,1
3855,88,32,1
3856,102,48,1
3857,84,36,1
3858,84,38,1
3859,108,50,1
3860,112,44,1
3861,92,34,1
3862,92,42,1
3863,86,22,1
3864,90,28,1
3865,86,38,1
3866,96,38,1
3867,84,46,1
3868,92,40,1
3869,86,36,1
3870,88,42,1
3871,88,36,1
3872,92,36,1
3873,90,38,1
3874,86,30,1
3875,98,36,1
3876,106,48,1
3877,88,34,1
3878,90,32,1
3879,102,38,1
3880,92,34,1
3881,90,34,1
3882,112,50,1
3883,100,38,1
3884,94,36,1
3885,92,46,1
3886,94,44,1
3887,106,46,1
3888,102,44,1
3889,86,32,1
3890,88,38,1
3891,90,42,1
3892,88,34,1
3893,100,42,1
3894,102,38,1
3895,96,44,1
3896,86,32,1
3897,102,34,1
3898,104,34,1
3899,96,36,1
3900,104,44,1
3901,84,30,1
3902,100,38,1
3903,94,40,1
3904,94,40,1
3905,92,40,1
3906,106,40,1
3907,88,40,1
3908,90,46,1
3909,110,40,1
3910,98,38,1
3911,108,52,1
3912,84,28,1
3913,88,36,1
3914,92,32,1
3915,84,44,1
3916,88,40,1
3917,92,36,1
3918,92,38,1
3919,98,44,1
3920,104,36,1
3921,90,34,1
3922,98,38,1
3923,94,38,1
3924,96,36,1
3925,100,42,1
3926,92,40,1
3927,88,32,1
3928,94,34,1
3929,94,40,1
3930,94,30,1
3931,110,50,1
3932,102,36,1
3933,94,40,1
3934,98,30,1
3935,90,28,1
3936,88,34,1
3937,90,28,1
3938,92,40,1
3939,86,44,1
3940,96,34,1
3941,110,36,1
3942,90,34,1
3943,88,30,1
3944,110,56,1
3945,94,40,1
3946,98,44,1
3947,114,40,1
3948,92,32,1
3949,106,46,1
3950,92,50,1
3951,92,38,1
3952,86,36,1
3953,90,42,1
3954,98,40,1
3955,90,32,1
3956,92,38,1
3957,104,48,1
3958,108,50,1
3959,88,32,1
3960,106,38,1
3961,98,46,1
3962,98,40,1
3963,94,40,1
3964,98,40,1
3965,92,28,1
3966,96,32,1
3967,100,34,1
3968,94,34,1
3969,108,44,1
3970,78,34,1
3971,96,44,1
3972,86,30,1
3973,92,36,1
3974,96,34,1
3975,92,38,1
3976,92,44,1
3977,94,44,1
3978,96,32,1
3979,112,42,1
3980,98,36,1
3981,96,34,1
3982,86,38,1
3983,94,36,1
3984,86,28,1
3985,88,34,1
3986,114,46,1
3987,108,44,1
3988,88,34,1
3989,102,40,1
3990,92,32,1
3991,94,44,1
3992,108,40,1
3993,88,32,1
3994,96,36,1
3995,98,36,1
3996,92,40,1
3997,84,24,1
3998,88,32,1
3999,86,36,1
4000,102,40,1
4001,92,40,1
4002,96,36,1
4003,98,44,1
4004,82,32,1
4005,100,46,1
4006,92,34,1
4007,90,36,1
4008,100,42,1
4009,96,46,1
4010,90,32,1
4011,92,34,1
4012,98,36,1
4013,94,30,1
4014,108,38,1
4015,92,34,1
4016,100,48,1
4017,90,40,1
4018,94,36,1
4019,96,30,1
4020,84,26,1
4021,84,32,1
4022,94,36,1
4023,86,34,1
4024,92,34,1
4025,84,34,1
4026,100,40,1
4027,100,50,1
4028,98,42,1
4029,106,38,1
4030,94,42,1
4031,100,48,1
4032,92,48,1
4033,98,38,1
4034,96,32,1
4035,86,40,1
4036,90,36,1
4037,92,40,1
4038,108,38,1
4039,104,46,1
4040,86,40,1
4041,90,40,1
4042,94,36,1
4043,86,32,1
4044,94,50,1
4045,86,36,1
4046,94,38,1
4047,102,40,1
4048,102,44,1
4049,84,34,1
4050,86,30,1
4051,92,28,1
4052,108,48,1
4053,88,38,1
4054,96,48,1
4055,90,32,1
4056,98,40,1
4057,102,44,1
4058,84,36,1
4059,88,32,1
4060,96,42,1
4061,92,36,1
4062,110,46,1
4063,90,34,1
4064,104,40,1
4065,112,50,1
4066,98,38,1
4067,90,34,1
4068,94,44,1
4069,102,46,1
4070,100,40,1
4071,98,40,1
4072,98,38,1
4073,98,42,1
4074,94,40,1
4075,96,34,1
4076,78,28,1
4077,88,42,1
4078,98,46,1
4079,100,32,1
4080,110,42,1
4081,94,34,1
4082,96,36,1
4083,92,34,1
4084,96,34,1
4085,84,38,1
4086,114,58,1
4087,96,30,1
4088,92,38,1
4089,100,32,1
4090,98,42,1
4091,88,40,1
4092,116,52,1
4093,102,38,1
4094,92,32,1
4095,96,36,1
4096,108,42,1
4097,94,32,1
4098,102,42,1
4099,112,42,1
4100,92,42,1
4101,92,44,1
4102,92,36,1
4103,96,42,1
4104,94,38,1
4105,100,44,1
4106,96,36,1
4107,102,34,1
4108,90,44,1
4109,88,32,1
4110,114,42,1
4111,94,36,1
4112,90,38,1
4113,94,40,1
4114,90,30,1
4115,88,40,1
4116,94,40,1
4117,100,42,1
4118,98,50,1
4119,86,42,1
4120,102,38,1
4121,120,50,1
4122,92,38,1
4123,82,36,1
4124,90,42,1
4125,96,40,1
4126,94,34,1
4127,110,44,1
4128,94,46,1
4129,86,28,1
4130,100,40,1
4131,104,34,1
4132,108,40,0
4133,98,40,1
4134,86,30,1
4135,88,32,1
4136,90,34,1
4137,100,44,1
4138,90,38,1
4139,94,28,1
4140,114,52,1
4141,94,40,1
4142,90,38,1
4143,108,40,1
4144,86,32,1
4145,98,36,1
4146,102,44,1
4147,86,30,1
4148,90,30,1
4149,96,38,1
4150,100,42,1
4151,100,46,1
4152,100,36,1
4153,102,40,1
4154,102,36,1
4155,88,36,1
4156,104,38,1
4157,98,46,1
4158,98,44,1
4159,96,46,1
4160,86,38,1
4161,90,34,1
4162,90,32,1
4163,102,46,1
4164,104,42,1
4165,86,34,1
4166,102,46,1
4167,102,42,1
4168,114,42,1
4169,96,38,1
4170,108,38,1
4171,98,50,1
4172,100,38,1
4173,90,34,1
4174,98,38,1
4175,98,40,1
4176,92,36,1
4177,86,28,1
4178,92,38,1
4179,92,34,1
4180,84,32,1
4181,92,38,1
4182,102,42,1
4183,96,34,1
4184,106,52,1
4185,102,48,1
4186,104,46,1
4187,98,48,1
4188,102,42,1
4189,106,44,1
4190,94,38,1
4191,82,34,1
4192,106,30,1
4193,100,24,1
4194,94,42,1
4195,90,40,1
4196,90,38,1
4197,106,44,1
4198,96,42,1
4199,90,36,1
4200,92,26,1
4201,100,36,1
4202,92,36,1
4203,100,50,1
4204,96,32,1
4205,86,32,1
4206,100,40,1
4207,104,44,1
4208,84,36,1
4209,88,40,1
4210,94,34,1
4211,92,36,1
4212,108,36,1
4213,112,52,1
4214,88,38,1
4215,92,30,1
4216,94,40,1
4217,108,40,1
4218,98,52,1
4219,84,40,1
4220,90,42,1
4221,108,30,1
4222,100,42,1
4223,88,36,1
4224,88,44,1
4225,96,42,1
4226,88,38,1
4227,96,36,1
4228,88,30,1
4229,92,40,1
4230,100,32,1
4231,110,44,1
4232,100,46,1
4233,96,38,1
4234,100,38,1
4235,118,54,1
4236,92,32,1
4237,96,40,1
4238,104,38,1
4239,90,36,1
4240,92,38,1
4241,90,36,1
4242,90,32,1
4243,92,40,1
4244,88,34,1
4245,96,38,1
4246,102,40,1
4247,100,44,1
4248,108,44,1
4249,90,42,1
4250,112,42,1
4251,102,38,1
4252,98,36,1
4253,98,44,1
4254,98,44,1
4255,84,34,1
4256,106,38,1
4257,96,34,1
4258,106,44,1
4259,100,36,1
4260,100,42,1
4261,96,40,1
4262,108,48,1
4263,94,44,1
4264,102,36,1
4265,92,34,1
4266,92,38,1
4267,108,40,1
4268,110,44,1
4269,96,38,1
4270,90,32,1
4271,108,40,1
4272,108,46,1
4273,106,40,1
4274,100,34,1
4275,92,50,1
4276,104,38,1
4277,92,46,1
4278,110,44,1
4279,90,28,1
4280,94,30,1
4281,90,32,1
4282,102,38,1
4283,102,42,1
4284,96,34,1
4285,86,30,1
4286,92,46,1
4287,94,36,1
4288,112,52,1
4289,96,32,1
4290,94,34,1
4291,96,36,1
4292,92,34,1
4293,96,46,1
4294,110,42,1
4295,108,46,1
4296,90,32,1
4297,88,26,1
4298,96,38,1
4299,98,38,1
4300,102,36,1
4301,94,34,1
4302,116,46,1
4303,118,36,1
4304,88,36,1
4305,92,40,1
4306,90,40,1
4307,100,36,1
4308,100,38,1
4309,80,28,1
4310,96,48,1
4311,104,44,1
4312,82,30,1
4313,86,32,1
4314,112,42,1
4315,84,28,1
4316,94,36,1
4317,94,44,1
4318,114,52,1
4319,92,40,1
4320,92,36,1
4321,92,38,1
4322,96,34,1
4323,110,46,1
4324,100,40,1
4325,94,30,1
4326,84,38,1
4327,104,50,1
4328,92,36,1
4329,112,40,1
4330,100,30,1
4331,96,30,1
4332,92,34,1
4333,92,38,1
4334,94,36,1
4335,90,46,1
4336,86,38,1
4337,100,38,1
4338,98,44,1
4339,96,40,1
4340,102,38,1
4341,96,34,1
4342,92,46,1
4343,98,40,1
4344,102,40,1
4345,112,44,1
4346,92,38,1
4347,108,44,1
4348,96,44,1
4349,96,38,1
4350,90,38,1
4351,92,30,1
4352,84,30,1
4353,96,38,1
4354,88,34,1
4355,92,32,1
4356,100,32,1
4357,94,40,1
4358,104,40,1
4359,90,42,1
4360,98,38,1
4361,116,50,1
4362,92,30,1
4363,98,34,1
4364,96,32,1
4365,94,38,1
4366,98,46,1
4367,98,38,1
4368,90,38,1
4369,102,38,1
4370,118,50,1
4371,92,40,1
4372,108,52,1
4373,90,40,1
4374,80,36,1
4375,84,36,1
4376,96,44,1
4377,100,38,1
4378,96,32,1
4379,88,34,1
4380,100,44,1
4381,96,36,1
4382,96,38,1
4383,94,48,1
4384,90,38,1
4385,110,38,1
4386,94,46,1
4387,84,48,1
4388,102,38,1
4389,100,34,1
4390,100,46,1
4391,106,60,1
4392,94,44,1
4393,90,34,1
4394,102,46,1
4395,96,46,1
4396,100,40,1
4397,92,34,1
4398,104,50,1
4399,84,42,1
4400,86,40,1
4401,92,24,1
4402,90,32,1
4403,96,32,1
4404,102,46,1
4405,86,32,1
4406,116,44,1
4407,108,44,1
4408,92,34,1
4409,104,38,1
4410,90,46,1
4411,94,38,1
4412,94,44,1
4413,96,34,1
4414,92,48,1
4415,98,38,1
4416,92,36,1
4417,102,46,1
4418,104,32,1
4419,92,28,1
4420,112,38,1
4421,104,50,1
4422,96,42,1
4423,92,44,1
4424,92,42,1
4425,94,40,1
4426,114,42,1
4427,102,36,1
4428,92,34,1
4429,102,52,1
4430,98,44,1
4431,86,34,1
4432,104,42,1
4433,90,36,1
4434,98,38,1
4435,96,40,1
4436,92,34,1
4437,90,28,1
4438,98,46,1
4439,108,42,1
4440,100,48,1
4441,90,36,1
4442,110,50,1
4443,102,40,1
4444,92,22,1
4445,102,46,1
4446,84,28,1
4447,96,38,1
4448,98,40,1
4449,92,40,1
4450,98,36,1
4451,96,48,1
4452,90,32,1
4453,82,32,1
4454,96,32,1
4455,100,34,1
4456,94,40,1
4457,98,38,1
4458,86,42,1
4459,90,42,1
4460,110,40,1
4461,92,34,1
4462,96,36,1
4463,98,44,1
4464,104,40,1
4465,88,30,1
4466,94,36,1
4467,90,32,1
4468,96,40,1
4469,96,32,1
4470,90,40,1
4471,88,30,1
4472,108,38,1
4473,98,46,1
4474,104,50,1
4475,88,30,1
4476,98,46,1
4477,88,36,1
4478,100,32,1
4479,90,36,1
4480,104,46,1
4481,84,38,1
4482,90,48,1
4483,94,28,1
4484,112,54,1
4485,92,36,1
4486,86,30,1
4487,90,36,1
4488,96,36,1
4489,94,34,1
4490,96,38,1
4491,84,38,1
4492,86,44,1
4493,108,42,1
4494,92,32,1
4495,86,30,1
4496,96,28,1
4497,102,40,1
4498,98,34,1
4499,100,38,1
4500,94,38,1
4501,102,48,1
4502,84,44,1
4503,92,32,1
4504,90,40,1
4505,88,24,1
4506,102,44,1
4507,94,38,1
4508,92,34,1
4509,114,40,1
4510,78,26,1
4511,92,40,1
4512,92,32,1
4513,100,40,1
4514,100,40,1
4515,90,36,1
4516,84,20,1
4517,98,46,1
4518,106,36,1
4519,90,38,1
4520,100,40,1
4521,88,38,1
4522,98,42,1
4523,96,54,1
4524,102,42,1
4525,100,44,1
4526,106,42,1
4527,92,44,1
4528,100,36,1
4529,106,48,1
4530,90,30,1
4531,94,40,1
4532,100,36,1
4533,94,46,1
4534,96,36,1
4535,104,40,1
4536,92,32,1
4537,84,30,1
4538,86,34,1
4539,112,48,1
4540,104,36,1
4541,102,36,1
4542,88,34,1
4543,92,36,1
4544,96,38,1
4545,110,46,1
4546,112,40,1
4547,88,34,1
4548,92,36,1
4549,94,42,1
4550,96,40,1
4551,94,30,1
4552,88,40,1
4553,98,50,1
4554,96,34,1
4555,104,44,1
4556,90,40,1
4557,104,44,1
4558,114,48,1
4559,88,38,1
4560,98,40,1
4561,106,40,1
4562,80,26,1
4563,88,42,1
4564,86,30,1
4565,80,34,1
4566,94,36,1
4567,96,38,1
4568,106,44,1
4569,86,38,1
4570,100,36,1
4571,106,38,1
4572,98,38,1
4573,90,32,1
4574,98,34,0
4575,94,44,1
4576,96,38,1
4577,94,44,1
4578,84,28,1
4579,100,38,1
4580,90,36,1
4581,84,36,1
4582,102,38,1
4583,106,32,1
4584,114,56,1
4585,100,34,1
4586,96,38,1
4587,88,32,1
4588,106,32,1
4589,102,34,1
4590,94,40,1
4591,88,32,1
4592,96,42,1
4593,100,42,1
4594,94,36,1
4595,96,44,1
4596,100,40,1
4597,106,42,1
4598,104,28,1
4599,96,34,1
4600,94,36,1
4601,104,44,1
4602,98,34,1
4603,118,50,1
4604,100,34,1
4605,90,28,1
4606,104,36,1
4607,84,26,1
4608,92,30,1
4609,102,46,1
4610,92,32,1
4611,92,28,1
4612,96,30,1
4613,88,38,1
4614,86,38,1
4615,92,38,1
4616,96,42,1
4617,90,34,1
4618,92,30,1
4619,88,34,1
4620,100,40,1
4621,102,42,1
4622,106,52,1
4623,94,36,1
4624,84,34,1
4625,94,38,1
4626,98,38,1
4627,86,42,1
4628,90,40,1
4629,110,46,1
4630,106,34,1
4631,94,36,1
4632,94,36,1
4633,88,30,1
4634,88,38,1
4635,102,42,1
4636,112,46,1
4637,96,34,1
4638,88,38,1
4639,94,32,1
4640,120,40,1
4641,98,36,1
4642,94,40,1
4643,94,38,1
4644,96,40,1
4645,86,36,1
4646,112,44,1
4647,94,56,1
4648,86,30,1
4649,88,40,1
4650,98,36,1
4651,92,36,1
4652,96,44,1
4653,100,44,1
4654,112,38,1
4655,122,58,1
4656,92,38,1
4657,92,40,1
4658,104,48,1
4659,120,46,1
4660,96,36,1
4661,92,38,1
4662,90,36,1
4663,96,36,1
4664,98,46,1
4665,102,38,1
4666,102,44,1
4667,100,40,1
4668,106,44,1
4669,94,42,1
4670,90,42,1
4671,106,42,1
4672,86,26,1
4673,84,30,1
4674,102,38,1
4675,106,46,1
4676,86,38,1
4677,96,48,1
4678,94,32,1
4679,88,32,1
4680,114,46,1
4681,100,42,1
4682,100,38,1
4683,84,38,1
4684,112,42,1
4685,126,42,1
4686,102,44,1
4687,98,36,1
4688,90,34,1
4689,100,46,1
4690,98,40,1
4691,112,42,1
4692,94,40,1
4693,102,44,1
4694,94,32,1
4695,98,42,1
4696,90,44,1
4697,102,40,1
4698,104,34,1
4699,90,32,1
4700,96,32,1
4701,90,38,1
4702,90,36,1
4703,84,40,1
4704,98,44,1
4705,84,42,1
4706,94,30,1
4707,94,38,1
4708,98,34,1
4709,112,42,1
4710,98,40,1
4711,88,44,1
4712,96,30,1
4713,90,32,1
4714,102,40,1
4715,110,46,1
4716,92,32,1
4717,88,32,1
4718,96,44,1
4719,106,38,1
4720,98,56,1
4721,104,42,1
4722,86,32,0
4723,100,28,1
4724,94,40,1
4725,92,34,1
4726,90,32,1
4727,98,40,1
4728,106,42,1
4729,112,44,1
4730,104,46,1
4731,96,44,1
4732,90,38,1
4733,88,34,1
4734,100,38,1
4735,92,38,1
4736,104,36,1
4737,100,36,1
4738,104,24,1
4739,86,30,1
4740,104,40,1
4741,104,48,1
4742,90,32,1
4743,84,28,1
4744,98,38,1
4745,94,30,1
4746,108,46,1
4747,98,40,1
4748,90,40,1
4749,86,32,1
4750,88,30,1
4751,86,36,1
4752,104,38,1
4753,110,54,1
4754,90,34,1
4755,98,50,1
4756,86,30,1
4757,90,30,1
4758,98,32,1
4759,92,32,1
4760,94,42,1
4761,96,46,1
4762,106,38,1
4763,92,50,1
4764,86,36,1
4765,102,36,1
4766,88,36,1
